respondentid,seen_bool,fan_bool,seen_1,seen_2,seen_3,seen_4,seen_5,seen_6,ranking_1,ranking_2,ranking_3,ranking_4,ranking_5,ranking_6,expanded_universe_aware,expanded_universe_fan,star_trek_fan,gender,age,household_income,education,location
3289242777.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$100,000 - $149,999",Graduate degree,West North Central
3289236782.0,True,True,True,True,True,True,True,True,5.0,6.0,2.0,3.0,1.0,4.0,False,,True,Male,30-44,,Some college or Associate degree,Middle Atlantic
3289198607.0,True,False,True,True,True,True,True,True,2.0,5.0,6.0,1.0,3.0,4.0,True,False,False,Male,18-29,"$25,000 - $49,999",Graduate degree,New England
3289179421.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic
3289178815.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3289177383.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,2.0,1.0,3.0,True,True,True,Male,30-44,"$100,000 - $149,999",Some college or Associate degree,New England
3289172932.0,False,False,False,False,False,False,False,False,,,,,,,,,True,Female,45-60,"$50,000 - $99,999",High school degree,South Atlantic
3289156917.0,True,True,True,True,True,True,True,True,6.0,3.0,5.0,1.0,2.0,4.0,True,True,True,Male,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3289153001.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,,,,,
3289148779.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Male,> 60,"$50,000 - $99,999",Graduate degree,West North Central
3289112999.0,True,False,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,False,,False,Female,45-60,"$150,000+",Bachelor degree,South Atlantic
3289095873.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,> 60,"$100,000 - $149,999",Graduate degree,Mountain
3289069642.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Male,30-44,,Some college or Associate degree,South Atlantic
3289064086.0,True,False,False,False,False,True,True,True,3.0,4.0,5.0,1.0,2.0,6.0,False,,False,Female,30-44,,Graduate degree,Middle Atlantic
3289054324.0,True,True,True,True,True,True,True,True,1.0,4.0,5.0,3.0,2.0,6.0,True,True,False,Male,30-44,"$150,000+",Some college or Associate degree,East North Central
3289049751.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,True,Female,45-60,,Graduate degree,New England
3289032654.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$150,000+",Some college or Associate degree,New England
3288941294.0,True,True,True,True,True,True,True,True,3.0,5.0,4.0,6.0,1.0,2.0,False,,True,Male,30-44,"$150,000+",Graduate degree,South Atlantic
3288846487.0,True,True,False,False,False,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,False,,True,Male,> 60,,Graduate degree,Middle Atlantic
3288826742.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3288823234.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$50,000 - $99,999",Bachelor degree,Pacific
3288802482.0,True,True,True,False,False,True,True,True,3.0,5.0,6.0,4.0,1.0,2.0,False,,False,Female,> 60,,Graduate degree,South Atlantic
3288793006.0,True,True,True,False,False,False,True,False,1.0,3.0,4.0,5.0,2.0,6.0,False,,False,Female,> 60,"$50,000 - $99,999",Bachelor degree,Mountain
3288777560.0,True,True,True,True,True,True,True,True,1.0,5.0,4.0,2.0,6.0,3.0,False,,False,Male,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific
3288772244.0,True,False,True,False,False,True,True,True,4.0,5.0,6.0,3.0,2.0,1.0,False,,False,Female,18-29,,High school degree,East North Central
3288771826.0,True,False,True,False,False,True,True,True,5.0,6.0,4.0,1.0,3.0,2.0,False,,False,Female,30-44,"$150,000+",Bachelor degree,East North Central
3288750443.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,3.0,2.0,True,False,True,Male,45-60,"$0 - $24,999",Some college or Associate degree,Mountain
3288741236.0,True,True,True,True,True,True,True,True,3.0,2.0,1.0,6.0,4.0,5.0,False,,True,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Mountain
3288740386.0,True,False,False,True,False,False,False,False,2.0,1.0,3.0,4.0,5.0,6.0,False,,False,Female,18-29,,Some college or Associate degree,Pacific
3288728912.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Female,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic
3288723253.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288722710.0,True,True,False,False,False,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,False,,True,Female,45-60,"$0 - $24,999",Some college or Associate degree,New England
3288719090.0,True,False,True,True,False,True,True,True,3.0,5.0,6.0,1.0,2.0,4.0,False,,True,Female,18-29,"$25,000 - $49,999",Bachelor degree,West South Central
3288718743.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,False,,True,Female,18-29,"$150,000+",Bachelor degree,Pacific
3288714827.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,True,False,False,Female,30-44,"$0 - $24,999",Graduate degree,Pacific
3288714697.0,True,False,False,False,False,True,True,False,3.0,4.0,5.0,1.0,2.0,6.0,False,,False,Female,18-29,"$0 - $24,999",High school degree,West North Central
3288713721.0,True,False,True,False,False,True,True,True,5.0,4.0,6.0,3.0,2.0,1.0,False,,False,Female,18-29,"$0 - $24,999",Some college or Associate degree,Pacific
3288713570.0,True,True,True,True,True,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,True,False,True,Female,45-60,"$100,000 - $149,999",Bachelor degree,South Atlantic
3288712832.0,True,True,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,False,,True,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,West North Central
3288704807.0,True,True,True,True,True,True,True,True,6.0,4.0,3.0,2.0,1.0,5.0,False,,True,Male,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3288702291.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,2.0,1.0,3.0,True,True,True,Male,30-44,"$150,000+",Graduate degree,Pacific
3288700554.0,True,False,False,False,False,False,True,False,2.0,3.0,4.0,5.0,1.0,6.0,False,,False,Female,45-60,"$25,000 - $49,999",Bachelor degree,Pacific
3288699973.0,False,False,False,False,False,False,False,False,,,,,,,,,True,Female,30-44,"$0 - $24,999",Bachelor degree,East North Central
3288698545.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$0 - $24,999",High school degree,Middle Atlantic
3288698085.0,True,True,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,True,Female,> 60,"$25,000 - $49,999",Graduate degree,Pacific
3288697760.0,True,False,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,East North Central
3288696158.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$100,000 - $149,999",Graduate degree,Pacific
3288694272.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,"$0 - $24,999",High school degree,West North Central
3288690295.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,True,Male,> 60,,Bachelor degree,Mountain
3288689621.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,,High school degree,East North Central
3288687502.0,True,True,True,True,True,False,True,True,1.0,2.0,5.0,6.0,3.0,4.0,False,,True,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,Pacific
3288685641.0,True,True,True,True,False,True,True,True,3.0,5.0,6.0,4.0,1.0,2.0,False,,False,Female,30-44,"$50,000 - $99,999",Graduate degree,West South Central
3288683262.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
3288683105.0,True,True,True,True,True,True,True,True,5.0,6.0,2.0,3.0,1.0,4.0,True,False,False,Male,18-29,,Less than high school degree,South Atlantic
3288682774.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288682656.0,True,True,True,True,True,True,True,True,6.0,2.0,3.0,4.0,1.0,5.0,False,,True,Female,30-44,"$50,000 - $99,999",Bachelor degree,New England
3288678886.0,True,False,False,False,False,False,True,False,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,East North Central
3288675923.0,True,True,True,True,True,True,True,True,2.0,3.0,4.0,6.0,5.0,1.0,False,,True,Female,18-29,,Graduate degree,West South Central
3288672490.0,True,False,True,False,False,True,False,True,3.0,5.0,6.0,1.0,4.0,2.0,False,,False,Female,18-29,"$50,000 - $99,999",Bachelor degree,Pacific
3288672409.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,3.0,2.0,1.0,False,,False,Female,18-29,,Some college or Associate degree,Pacific
3288672197.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,"$150,000+",Bachelor degree,Middle Atlantic
3288671359.0,True,True,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Mountain
3288671328.0,True,True,True,True,True,True,True,True,6.0,3.0,2.0,1.0,5.0,4.0,False,,True,Female,18-29,"$0 - $24,999",Bachelor degree,New England
3288670345.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,False,,False,Female,30-44,,Graduate degree,Pacific
3288668791.0,True,True,True,True,True,True,True,True,2.0,6.0,5.0,4.0,3.0,1.0,False,,False,Female,18-29,"$150,000+",Bachelor degree,West North Central
3288668404.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,East North Central
3288668176.0,True,True,True,True,True,True,True,True,5.0,6.0,3.0,4.0,1.0,2.0,True,True,True,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3288666429.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
3288665797.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$25,000 - $49,999",High school degree,Pacific
3288665355.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288662617.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,,Some college or Associate degree,Pacific
3288660175.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,True,False,False,Female,45-60,"$50,000 - $99,999",Graduate degree,Pacific
3288657866.0,True,False,False,False,False,True,True,True,2.0,5.0,6.0,4.0,1.0,3.0,False,,True,Female,> 60,"$0 - $24,999",Graduate degree,Pacific
3288657113.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,3.0,2.0,1.0,False,,False,Female,18-29,"$25,000 - $49,999",Bachelor degree,East North Central
3288653945.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288653548.0,True,True,False,True,False,False,True,True,1.0,2.0,3.0,5.0,6.0,4.0,False,,True,Male,> 60,"$50,000 - $99,999",High school degree,West South Central
3288653332.0,False,False,False,False,False,False,False,False,,,,,,,,,True,Female,45-60,"$0 - $24,999",High school degree,South Atlantic
3288653149.0,True,True,True,True,True,True,True,True,3.0,1.0,2.0,6.0,5.0,4.0,True,True,True,Female,18-29,"$150,000+",Some college or Associate degree,East North Central
3288650455.0,True,True,True,True,True,True,True,True,6.0,4.0,5.0,1.0,2.0,3.0,False,,True,Female,45-60,,Graduate degree,East North Central
3288649171.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,30-44,,Bachelor degree,West South Central
3288647913.0,True,True,True,True,True,True,True,True,2.0,4.0,5.0,6.0,3.0,1.0,False,,False,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,East South Central
3288647623.0,True,False,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,False,,True,Male,45-60,"$150,000+",Graduate degree,South Atlantic
3288644592.0,True,True,True,True,True,True,True,True,2.0,3.0,4.0,5.0,1.0,6.0,False,,False,Female,18-29,"$0 - $24,999",Some college or Associate degree,West South Central
3288644163.0,True,True,True,True,True,True,True,True,5.0,6.0,1.0,2.0,3.0,4.0,True,False,True,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East South Central
3288641278.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$100,000 - $149,999",Graduate degree,West South Central
3288639879.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3288639732.0,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288639377.0,True,True,True,True,True,True,True,True,2.0,4.0,3.0,5.0,6.0,1.0,True,True,False,Female,30-44,"$100,000 - $149,999",Graduate degree,South Atlantic
3288638640.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288635451.0,True,False,True,True,True,True,False,False,1.0,2.0,3.0,4.0,5.0,6.0,True,True,True,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,West South Central
3288633861.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,West North Central
3288629979.0,True,False,True,True,True,True,True,True,3.0,6.0,5.0,1.0,2.0,4.0,False,,False,Female,45-60,"$50,000 - $99,999",Bachelor degree,Pacific
3288627180.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,West South Central
3288625580.0,True,True,True,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,True,Female,45-60,,Some college or Associate degree,Pacific
3288623870.0,True,True,True,True,True,True,True,True,2.0,5.0,6.0,1.0,3.0,4.0,False,,True,Female,45-60,,Graduate degree,East South Central
3288623420.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,Mountain
3288623033.0,True,True,False,True,True,False,True,True,5.0,3.0,4.0,6.0,1.0,2.0,False,,True,Female,45-60,,Bachelor degree,West South Central
3288620198.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,False,,True,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,Mountain
3288618459.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,2.0,1.0,False,,False,Female,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
3288617343.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288617091.0,True,False,True,True,False,True,True,True,4.0,6.0,5.0,1.0,2.0,3.0,False,,False,Male,18-29,"$100,000 - $149,999",High school degree,Middle Atlantic
3288614671.0,True,False,True,True,False,True,True,True,5.0,4.0,6.0,2.0,1.0,3.0,False,,True,Female,45-60,"$50,000 - $99,999",Graduate degree,East North Central
3288614539.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,2.0,3.0,1.0,False,,False,Male,30-44,,Graduate degree,Mountain
3288614195.0,True,False,True,True,True,False,True,True,2.0,3.0,4.0,6.0,1.0,5.0,False,,False,Female,18-29,"$25,000 - $49,999",Bachelor degree,Pacific
3288613051.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,,Some college or Associate degree,Middle Atlantic
3288609566.0,True,False,True,True,True,True,True,True,6.0,3.0,1.0,2.0,4.0,5.0,False,,True,Female,18-29,"$25,000 - $49,999",Bachelor degree,Mountain
3288608965.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288604946.0,True,False,True,True,True,True,True,True,3.0,2.0,1.0,4.0,5.0,6.0,False,,False,Female,45-60,,Some college or Associate degree,Pacific
3288602883.0,True,True,True,True,True,True,True,True,4.0,3.0,5.0,6.0,1.0,2.0,False,,True,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,West South Central
3288601847.0,True,True,True,True,True,True,True,True,5.0,6.0,3.0,2.0,1.0,4.0,True,True,True,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,West South Central
3288601827.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$25,000 - $49,999",High school degree,South Atlantic
3288599799.0,True,True,True,True,True,True,True,True,5.0,2.0,3.0,6.0,1.0,4.0,True,False,True,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,Pacific
3288599067.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,2.0,3.0,1.0,False,,True,Female,> 60,"$50,000 - $99,999",Graduate degree,Mountain
3288593331.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,45-60,,Some college or Associate degree,South Atlantic
3288590836.0,False,False,False,False,False,False,False,False,,,,,,,,,False,,,,,
3288588424.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,"$0 - $24,999",High school degree,South Atlantic
3288587373.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,2.0,1.0,False,,True,,,,,
3288586178.0,True,False,False,False,False,True,True,True,4.0,5.0,6.0,3.0,2.0,1.0,False,,False,Female,45-60,"$50,000 - $99,999",Bachelor degree,East South Central
3288585053.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,2.0,1.0,False,,True,Female,18-29,"$50,000 - $99,999",Bachelor degree,Mountain
3288584578.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,False,,True,Male,30-44,"$50,000 - $99,999",Graduate degree,Mountain
3288583884.0,True,False,False,False,False,False,True,False,4.0,6.0,5.0,3.0,2.0,1.0,True,False,False,Male,> 60,"$0 - $24,999",Graduate degree,
3288583591.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288581774.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288580684.0,False,False,False,False,False,False,False,False,,,,,,,,,False,,,,,
3288580145.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$100,000 - $149,999",Bachelor degree,West North Central
3288579719.0,False,False,False,False,False,False,False,False,,,,,,,,,False,,,,,
3288579445.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,45-60,"$150,000+",Bachelor degree,West South Central
3288578983.0,True,False,False,False,False,False,True,True,5.0,4.0,3.0,6.0,2.0,1.0,False,,False,Female,45-60,,Graduate degree,New England
3288578072.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,False,,True,Female,45-60,"$150,000+",Graduate degree,West South Central
3288576462.0,True,True,True,True,True,True,True,True,4.0,6.0,5.0,2.0,3.0,1.0,False,,True,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,West South Central
3288574703.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,2.0,1.0,True,True,True,Male,30-44,"$50,000 - $99,999",Graduate degree,East North Central
3288571196.0,True,False,False,False,False,False,True,True,2.0,3.0,4.0,5.0,6.0,1.0,False,,False,Female,30-44,"$0 - $24,999",Bachelor degree,East North Central
3288568534.0,True,False,True,True,True,True,True,True,5.0,6.0,4.0,3.0,1.0,2.0,False,,False,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
3288567242.0,True,False,True,False,False,True,True,True,4.0,5.0,6.0,2.0,3.0,1.0,False,,False,Female,18-29,"$100,000 - $149,999",Bachelor degree,East South Central
3288567154.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,False,,True,Male,> 60,"$50,000 - $99,999",Graduate degree,Middle Atlantic
3288563970.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
3288563342.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$100,000 - $149,999",Graduate degree,New England
3288563065.0,True,False,False,False,False,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,False,,False,Male,45-60,"$0 - $24,999",Bachelor degree,
3288559700.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288559015.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,45-60,"$50,000 - $99,999",Graduate degree,South Atlantic
3288558131.0,True,False,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Male,> 60,"$50,000 - $99,999",Graduate degree,Pacific
3288557322.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,,Some college or Associate degree,East South Central
3288553903.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,2.0,1.0,False,,False,Male,30-44,"$25,000 - $49,999",High school degree,Middle Atlantic
3288553457.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288552984.0,True,True,True,True,True,False,True,True,4.0,1.0,2.0,5.0,6.0,3.0,False,,True,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,South Atlantic
3288551156.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288549677.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$0 - $24,999",Graduate degree,East North Central
3288547379.0,True,True,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Male,> 60,"$25,000 - $49,999",Bachelor degree,West South Central
3288545527.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,> 60,"$50,000 - $99,999",Graduate degree,East North Central
3288544295.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3288539645.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,> 60,"$150,000+",Graduate degree,New England
3288538248.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,False,,True,Male,18-29,"$0 - $24,999",Some college or Associate degree,Mountain
3288536532.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,True,False,True,Female,45-60,"$150,000+",Bachelor degree,South Atlantic
3288534023.0,True,False,False,False,False,False,True,True,2.0,3.0,4.0,5.0,1.0,6.0,False,,False,Female,30-44,"$25,000 - $49,999",Graduate degree,South Atlantic
3288532773.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$50,000 - $99,999",Bachelor degree,West South Central
3288532255.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific
3288526244.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,18-29,,Bachelor degree,South Atlantic
3288524042.0,True,True,True,True,True,True,True,True,4.0,3.0,5.0,6.0,1.0,2.0,False,,False,Male,> 60,"$25,000 - $49,999",Some college or Associate degree,Pacific
3288523874.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,3.0,2.0,False,,True,Male,18-29,"$100,000 - $149,999",Graduate degree,Pacific
3288522525.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Female,45-60,"$150,000+",Some college or Associate degree,Middle Atlantic
3288522488.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,1.0,3.0,2.0,True,True,False,Female,18-29,"$50,000 - $99,999",Graduate degree,South Atlantic
3288521325.0,True,True,True,False,False,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,False,,False,Male,30-44,"$150,000+",Bachelor degree,New England
3288519037.0,True,False,True,False,False,False,False,False,1.0,4.0,5.0,6.0,2.0,3.0,False,,False,Female,> 60,"$150,000+",Graduate degree,South Atlantic
3288516295.0,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,False,Female,> 60,"$100,000 - $149,999",Graduate degree,East North Central
3288515773.0,True,True,True,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,False,,False,Female,45-60,"$150,000+",Bachelor degree,East North Central
3288514217.0,True,False,False,False,False,False,True,False,4.0,5.0,1.0,6.0,2.0,3.0,False,,False,Female,18-29,"$50,000 - $99,999",Graduate degree,East South Central
3288513045.0,False,False,False,False,False,False,False,False,,,,,,,,,False,,,,,
3288512822.0,True,True,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,True,True,False,Female,45-60,,Graduate degree,Middle Atlantic
3288512665.0,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,2.0,1.0,False,,True,Female,18-29,,Bachelor degree,East North Central
3288512020.0,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,
3288511686.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$100,000 - $149,999",Graduate degree,East North Central
3288511180.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
3288509415.0,True,True,True,True,True,True,True,True,3.0,5.0,4.0,6.0,1.0,2.0,False,,True,Female,45-60,,Bachelor degree,Middle Atlantic
3288506275.0,True,True,True,True,True,True,False,True,5.0,3.0,6.0,1.0,2.0,4.0,False,,True,Male,45-60,"$150,000+",Graduate degree,Middle Atlantic
3288505925.0,True,True,True,True,True,True,True,True,4.0,6.0,5.0,2.0,3.0,1.0,False,,True,Female,18-29,"$50,000 - $99,999",Some college or Associate degree,West North Central
3288505737.0,True,True,True,True,True,True,True,True,6.0,5.0,3.0,4.0,1.0,2.0,False,,False,Male,18-29,"$50,000 - $99,999",Bachelor degree,Pacific
3288505216.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,,Graduate degree,South Atlantic
3288505151.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$50,000 - $99,999",High school degree,Pacific
3288504398.0,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,False,,False,Male,45-60,"$50,000 - $99,999",High school degree,Pacific
3288502884.0,True,False,False,False,False,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,False,,True,Female,18-29,"$25,000 - $49,999",Graduate degree,New England
3288501301.0,True,True,True,True,True,True,True,True,3.0,2.0,1.0,5.0,6.0,4.0,False,,False,Female,18-29,"$0 - $24,999",Graduate degree,Pacific
3288499757.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,> 60,"$25,000 - $49,999",High school degree,South Atlantic
3288498715.0,True,True,True,True,True,True,True,True,1.0,4.0,5.0,3.0,2.0,6.0,False,,True,Female,30-44,,Some college or Associate degree,South Atlantic
3288497532.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
3288497228.0,True,True,True,True,True,True,True,True,1.0,5.0,6.0,2.0,4.0,3.0,False,,True,Male,45-60,"$100,000 - $149,999",Graduate degree,West North Central
3288497010.0,False,False,False,False,False,False,False,False,,,,,,,,,False,Female,45-60,"$150,000+",Graduate degree,New England
3288493077.0,True,False,True,True,True,True,True,True,1.0,5.0,3.0,6.0,2.0,4.0,False,,False,Female,45-60,,Bachelor degree,Pacific
3288492006.0,True,False,True,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,False,,True,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,East North Central
3288484535.0,True,True,True,True,True,True,True,True,3.0,4.0,5.0,6.0,1.0,2.0,True,True,True,Male,45-60,"$100,000 - $149,999",Graduate degree,West South Central
3288482717.0,True,True,True,True,True,True,True,True,4.0,5.0,6.0,2.0,3.0,1.0,True,False,True,Female,18-29,"$50,000 - $99,999",Bachelor degree,Middle Atlantic
3288482581.0,True,True,True,True,True,True,True,True,5.0,6.0,4.0,1.0,2.0,3.0,False,,True,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East South Central
